FBgn_ID	Gene_name	CG_ID	tau	Age_classification	HK_bin	min	class
FBgn0030362	regucalcin	CG1803	0.342	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030364	CG15735	CG15735	0.197	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030365	Tango4	CG1796	0.453	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030366	Usp7	CG1490	0.286	Eukaryota	HK	10.0598569	non_TS_HK
FBgn0030367	Cyp311a1	CG1488	0.722	Eukaryota	non_HKs	0	TS
FBgn0030369	Cyp318a1	CG1786	0.8	Diptera	non_HKs	0	TS
FBgn0030370	Uch-L5R	CG1950	0.913	Eukaryota	non_HKs	0	TS
FBgn0030373	CG12721	CG12721	0.729	Pan-drosophilid	non_HKs	0	TS
FBgn0030374	CG15734	CG15734	0.9	Pan-drosophilid	non_HKs	0	TS
FBgn0030375	CG11356	CG11356	0.915	Pan-drosophilid	non_HKs	0	TS
FBgn0030376	CG2750	CG2750	0.88	Pan-drosophilid	non_HKs	0	TS
FBgn0030377	CG1924	CG1924	0.879	mel-complex	non_HKs	0	TS
FBgn0030384	CG2577	CG2577	0.927	Pan-drosophilid	non_HKs	0	TS
FBgn0030385	Ir11a	CG15732	0.957	Pan-drosophilid	non_HKs	0	TS
FBgn0030386	CG2574	CG2574	0.888	Pan-drosophilid	non_HKs	0	TS
FBgn0030389	CG15927	CG15927	0.921	Pan-drosophilid	non_HKs	0	TS
FBgn0030390	CG15731	CG15731	0.938	Pan-drosophilid	non_HKs	0	TS
FBgn0030391	Rab40	CG1900	0.365	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030394	Cpr11A	CG2560	0.864	Pan-drosophilid	non_HKs	0	TS
FBgn0030395	Mks1	CG15730	0.929	Bilateria	non_HKs	0	TS
FBgn0030396	CG2556	CG2556	0.642	Diptera	non_HKs	0	TS
FBgn0030398	Cpr11B	CG2555	0.815	Pan-drosophilid	non_HKs	0	TS
FBgn0030400	CG11138	CG11138	0.292	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030403	CG1824	CG1824	0.306	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030406	CG1463	CG1463	0.274	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030407	CG2543	CG2543	0.517	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030408	CG11085	CG11085	0.882	Pan-drosophilid	non_HKs	0	TS
FBgn0030409	CG15728	CG15728	0.882	Pan-drosophilid	non_HKs	0	TS
FBgn0030410	Aven	CG15727	0.668	Diptera	non_HKs	0	TS
FBgn0030411	CG2540	CG2540	0.369	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030412	Tomosyn	CG17762	0.373	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030417	CG15725	CG15725	0.654	Diptera	non_HKs	0	TS
FBgn0030418	CG4004	CG4004	0.559	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030420	CG12717	CG12717	0.424	mel-subgroup	non_HKs	0	non_TS_non_HK
FBgn0030421	CG3812	CG3812	0.649	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0030425	CG3775	CG3775	0.729	Bilateria	non_HKs	0	TS
FBgn0030429	CG4661	CG4661	0.817	Pan-drosophilid	non_HKs	0	TS
FBgn0030431	CG4407	CG4407	0.375	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030432	CG4404	CG4404	0.563	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030433	mRpL49	CG4647	0.287	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030434	Brms1	CG4400	0.325	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030435	CG4645	CG4645	0.405	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030437	hec	CG4395	0.903	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS
FBgn0030438	CG15721	CG15721	0.866	Pan-drosophilid	non_HKs	0	TS
FBgn0030439	CG12716	CG12716	0.937	Pan-drosophilid	non_HKs	0	TS
FBgn0030440	CG15719	CG15719	0.893	Pan-drosophilid	non_HKs	0	TS
FBgn0030441	CG2209	CG2209	0.903	Pan-drosophilid	non_HKs	0	TS
FBgn0030443	CG12715	CG12715	0.92	Pan-drosophilid	non_HKs	0	TS
FBgn0030447	CG2200	CG2200	0.397	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030449	Fer3HCH	CG4349	0.863	Diptera	non_HKs	0	TS
FBgn0030451	CG15717	CG15717	0.646	Diptera	non_HKs	0	TS
FBgn0030452	MFS10	CG4330	0.864	Cellular_Organisms	non_HKs	0	TS
FBgn0030455	CG4318	CG4318	0.916	mel-subgroup	non_HKs	0	TS
FBgn0030456	CG4332	CG4332	0.353	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030457	CG12096	CG12096	0.463	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030459	CG12723	CG12723	0.948	Pan-drosophilid	non_HKs	0	TS
FBgn0030460	CG2453	CG2453	0.444	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030462	CG15742	CG15742	0.911	mel-subgroup	non_HKs	0	TS
FBgn0030465	CG15743	CG15743	0.541	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030466	CG15744	CG15744	0.436	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030467	CG1764	CG1764	0.435	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030468	CG1622	CG1622	0.39	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030474	CG15747	CG15747	0.374	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030477	dmrt11E	CG15749	0.893	Bilateria	non_HKs	0	TS
FBgn0030478	CG1640	CG1640	0.376	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030479	Rbp1-like	CG1987	0.469	Bilateria	HK	3.787719632	non_TS_HK
FBgn0030480	Tim9a	CG1660	0.372	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030481	CG1662	CG1662	0.513	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030482	CG1673	CG1673	0.431	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030483	CG12725	CG12725	0.882	Pan-drosophilid	non_HKs	0	TS
FBgn0030484	GstT4	CG1681	0.456	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030485	CG1998	CG1998	0.473	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030486	Set2	CG1716	0.449	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030492	CG15754	CG15754	0.944	Pan-drosophilid	non_HKs	0	TS
FBgn0030493	CG15756	CG15756	0.89	Pan-drosophilid	non_HKs	0	TS
FBgn0030494	Cpr12A	CG15757	0.857	Pan-drosophilid	non_HKs	0	TS
FBgn0030495	CG11816	CG11816	0.943	Pan-drosophilid	non_HKs	0	TS
FBgn0030499	CG11178	CG11178	0.545	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030500	Ndc80	CG9938	0.512	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030501	BthD	CG11177	0.466	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030502	tth	CG12175	0.356	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030503	Tango2	CG11176	0.608	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030504	CG2691	CG2691	0.312	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030505	NFAT	CG11172	0.315	Eukaryota	HK	3.094580165	non_TS_HK
FBgn0030506	Lig4	CG12176	0.472	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030507	CG11164	CG11164	0.56	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030508	CG15760	CG15760	0.719	Diptera	non_HKs	0	TS
FBgn0030509	CG11162	CG11162	0.873	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS
FBgn0030510	CG12177	CG12177	0.396	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030511	CG11158	CG11158	0.42	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030512	CG9940	CG9940	0.356	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030514	CG9941	CG9941	0.281	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030518	CG11134	CG11134	0.517	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030519	CG11151	CG11151	0.38	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030520	Pdcd4	CG10990	0.251	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030521	CtsB1	CG10992	0.362	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030522	CG11103	CG11103	0.347	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030524	CG10993	CG10993	0.83	mel-complex	non_HKs	0	TS
FBgn0030525	CG10996	CG10996	0.847	mel-subgroup	non_HKs	0	TS
FBgn0030528	CG11095	CG11095	0.457	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030529	Clic	CG10997	0.358	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030530	jub	CG11063	0.305	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030536	CG11068	CG11068	0.852	Pan-drosophilid	non_HKs	0	TS
FBgn0030537	CG12480	CG12480	0.949	Eukaryota	non_HKs	0	TS
FBgn0030538	betaNACtes1	CG13402	0.896	Pan-drosophilid	non_HKs	0	TS
FBgn0030539	CG1368	CG1368	0.838	Diptera	non_HKs	0	TS
FBgn0030540	CG11581	CG11581	0.982	Pan-drosophilid	non_HKs	0	TS
FBgn0030541	CG11584	CG11584	0.932	Pan-drosophilid	non_HKs	0	TS
FBgn0030542	CG12481	CG12481	0.924	Pan-drosophilid	non_HKs	0	TS
FBgn0030543	CG11585	CG11585	0.958	Pan-drosophilid	non_HKs	0	TS
FBgn0030544	CG13403	CG13403	0.871	Pan-drosophilid	non_HKs	0	TS
FBgn0030545	CG11590	CG11590	0.569	mel-subgroup	non_HKs	0	non_TS_non_HK
FBgn0030551	CG11674	CG11674	0.807	Diptera	non_HKs	0	TS
FBgn0030552	mRpL38	CG15871	0.307	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030554	CG1434	CG1434	0.392	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030555	Fbxl4	CG1839	0.421	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030556	mRNA-cap	CG1810	0.409	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030558	CG1461	CG1461	0.796	Diptera	non_HKs	0	TS
FBgn0030559	CG13404	CG13404	0.748	Bilateria	non_HKs	0	TS
FBgn0030562	CG9400	CG9400	0.838	Bilateria	non_HKs	0	TS
FBgn0030563	betaNACtes2	CG18157	0.934	mel-complex	non_HKs	0	TS
FBgn0030566	betaNACtes4	CG18313	0.91	Pan-drosophilid	non_HKs	0	TS
FBgn0030569	CG9411	CG9411	0.895	Pan-drosophilid	non_HKs	0	TS
FBgn0030570	CG12540	CG12540	0.961	Pan-drosophilid	non_HKs	0	TS
FBgn0030571	CG14414	CG14414	0.458	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030572	mRpS25	CG14413	0.292	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030573	nmdyn-D6	CG5310	0.539	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030574	CG9413	CG9413	0.673	Cellular_Organisms	non_HKs	0	TS
FBgn0030575	CG5321	CG5321	0.695	Diptera	non_HKs	0	TS
FBgn0030576	CG15890	CG15890	0.617	Eukaryota	non_HKs	0	TS
FBgn0030577	CG5334	CG5334	0.913	mel-complex	non_HKs	0	TS
FBgn0030578	CG5347	CG5347	0.913	mel-subgroup	non_HKs	0	TS
FBgn0030581	CG14408	CG14408	0.397	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030582	CG14411	CG14411	0.433	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030583	CG14410	CG14410	0.599	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030584	CG14407	CG14407	0.39	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030586	CG12539	CG12539	0.793	Diptera	non_HKs	0	TS
FBgn0030587	CG9522	CG9522	0.818	Diptera	non_HKs	0	TS
FBgn0030588	CG9521	CG9521	0.818	Pan-drosophilid	non_HKs	0	TS
FBgn0030589	CG9519	CG9519	0.869	Pan-drosophilid	non_HKs	0	TS
FBgn0030590	CG9518	CG9518	0.727	Diptera	non_HKs	0	TS
FBgn0030592	CG9514	CG9514	0.736	Cellular_Organisms	non_HKs	0	TS
FBgn0030593	CG9512	CG9512	0.652	Pan-drosophilid	non_HKs	0	TS
FBgn0030594	CG9509	CG9509	0.75	Diptera	non_HKs	0	TS
FBgn0030595	CG14406	CG14406	0.789	Pan-drosophilid	non_HKs	0	TS
FBgn0030596	CG12398	CG12398	0.778	Cellular_Organisms	non_HKs	0	TS
FBgn0030597	Eo	CG9504	0.83	Pan-drosophilid	non_HKs	0	TS
FBgn0030598	CG9503	CG9503	0.72	Diptera	non_HKs	0	TS
FBgn0030599	CG9030	CG9030	0.877	Pan-drosophilid	non_HKs	0	TS
FBgn0030600	hiw	CG32592	0.625	Eukaryota	non_HKs	0	TS
FBgn0030603	CG5541	CG5541	0.38	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030605	ND-B18	CG5548	0.413	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030607	dob	CG5560	0.446	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030608	Lsd-2	CG9057	0.366	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030610	CG9065	CG9065	0.429	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030611	CG15027	CG15027	0.375	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030612	CG5599	CG5599	0.526	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030613	Rab3-GEF	CG5627	0.763	Bilateria	non_HKs	0	TS
FBgn0030614	CG9072	CG9072	0.877	Pan-drosophilid	non_HKs	0	TS
FBgn0030615	Cyp4s3	CG9081	0.767	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0030616	RpL37a	CG9091	0.163	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	43.79453135	non_TS_HK
FBgn0030617	CG9095	CG9095	0.82	Bilateria	non_HKs	0	TS
FBgn0030620	CG5662	CG5662	0.933	mel-group	non_HKs	0	TS
FBgn0030622	CG9101	CG9101	0.924	Pan-drosophilid	non_HKs	0	TS
FBgn0030623	PPYR1	CG15031	0.896	mel-subgroup	non_HKs	0	TS
FBgn0030624	CG9106	CG9106	0.891	Pan-drosophilid	non_HKs	0	TS
FBgn0030625	CG5877	CG5877	0.521	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030628	CG9114	CG9114	0.549	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030629	CG9123	CG9123	0.687	mel-only	non_HKs	0	TS
FBgn0030630	CG12608	CG12608	0.317	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030631	CG6227	CG6227	0.414	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030634	CG9164	CG9164	0.755	Bilateria	non_HKs	0	TS
FBgn0030638	CG11655	CG11655	0.427	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030640	CG6294	CG6294	0.822	Eukaryota	non_HKs	0	TS
FBgn0030641	CG6299	CG6299	0.754	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS
FBgn0030642	CG15642	CG15642	0.505	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030643	CG15641	CG15641	0.828	Pan-drosophilid	non_HKs	0	TS
FBgn0030645	CG6308	CG6308	0.592	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030647	CG6324	CG6324	0.871	mel-subgroup	non_HKs	0	TS
FBgn0030648	CG6340	CG6340	0.473	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030653	CG7860	CG7860	0.639	Diptera	non_HKs	0	TS
FBgn0030654	CG15643	CG15643	0.415	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030655	CG9213	CG9213	0.552	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030657	cerv	CG15645	0.416	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030658	CG7872	CG7872	0.375	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030659	CG9215	CG9215	0.452	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030660	CG8097	CG8097	0.585	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030661	CG8105	CG8105	0.859	Pan-drosophilid	non_HKs	0	TS
FBgn0030662	CG9220	CG9220	0.474	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030663	CG8117	CG8117	0.936	mel-subgroup	non_HKs	0	TS
FBgn0030664	CG8119	CG8119	0.92	mel-subgroup	non_HKs	0	TS
FBgn0030665	CG15646	CG15646	0.898	Pan-drosophilid	non_HKs	0	TS
FBgn0030666	CG12708	CG12708	0.861	Pan-drosophilid	non_HKs	0	TS
FBgn0030667	CG15599	CG15599	0.875	mel-subgroup	non_HKs	0	TS
FBgn0030668	CG8128	CG8128	0.578	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030669	CG9240	CG9240	0.434	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030670	Pis	CG9245	0.338	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030671	CG8134	CG8134	0.441	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030672	CG9281	CG9281	0.323	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030673	CG15601	CG15601	0.572	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030674	CG8184	CG8184	0.221	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030675	CG8191	CG8191	0.392	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030676	CG12379	CG12379	0.433	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030678	CG11679	CG11679	0.507	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030679	CG8206	CG8206	0.415	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030680	CG8944	CG8944	0.429	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030683	CG8239	CG8239	0.496	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030684	CG8260	CG8260	0.615	Pan-drosophilid	non_HKs	0	TS
FBgn0030685	Graf	CG8948	0.243	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030686	mRpL3	CG8288	0.286	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030687	CG17209	CG17209	0.415	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030688	CG8952	CG8952	0.764	Diptera	non_HKs	0	TS
FBgn0030691	Efhc1.1	CG8959	0.878	Diptera	non_HKs	0	TS
FBgn0030692	mRpS30	CG8470	0.297	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030693	CG8974	CG8974	0.248	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030695	PGRP-LE	CG8995	0.349	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030696	CG8509	CG8509	0.755	Pan-drosophilid	non_HKs	0	TS
FBgn0030697	CG8565	CG8565	0.848	mel-only	non_HKs	0	TS
FBgn0030699	CG8578	CG8578	0.27	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030700	CG15914	CG15914	0.345	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030701	CG16952	CG16952	0.253	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030703	MSBP	CG9066	0.301	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030704	CG15916	CG15916	0.358	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030706	CG8909	CG8909	0.767	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS
FBgn0030707	CG8916	CG8916	0.908	Bilateria	non_HKs	0	TS
FBgn0030710	CG8924	CG8924	0.521	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030711	Rrp47	CG8928	0.3	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030715	Or13a	CG12697	0.854	Pan-drosophilid	non_HKs	0	TS
FBgn0030716	CG9170	CG9170	0.652	Eukaryota	non_HKs	0	TS
FBgn0030717	CG8931	CG8931	0.274	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030718	ND-20	CG9172	0.348	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030719	eIF5	CG9177	0.732	Eukaryota	non_HKs	0	TS
FBgn0030720	CG8939	CG8939	0.342	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030721	CG12698	CG12698	0.775	Diptera	non_HKs	0	TS
FBgn0030722	CG12395	CG12395	0.851	mel-subgroup	non_HKs	0	TS
FBgn0030723	dpr18	CG14948	0.715	Diptera	non_HKs	0	TS
FBgn0030724	Nipsnap	CG9212	0.305	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030725	CG8958	CG8958	0.762	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS
FBgn0030729	CG12507	CG12507	0.883	Pan-drosophilid	non_HKs	0	TS
FBgn0030731	Mfe2	CG3415	0.339	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030733	UQCR-14	CG3560	0.288	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030734	CG9911	CG9911	0.414	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030735	CG3632	CG3632	0.252	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030737	CG9914	CG9914	0.611	Diptera	non_HKs	0	TS
FBgn0030738	CG9915	CG9915	0.37	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030739	SWIP	CG13957	0.371	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030740	CG9917	CG9917	0.313	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030742	CG9919	CG9919	0.667	Diptera	non_HKs	0	TS
FBgn0030743	CG9921	CG9921	0.32	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030744	CG9992	CG9992	0.442	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0030745	CG4239	CG4239	0.44	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030746	CG9981	CG9981	0.786	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS
FBgn0030747	CG4301	CG4301	0.705	Eukaryota	non_HKs	0	TS
FBgn0030748	Traf-like	CG4394	0.339	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030749	AnxB11	CG9968	0.288	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030752	CG9947	CG9947	0.369	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030753	rngo	CG4420	0.374	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030756	CG9903	CG9903	0.863	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS
FBgn0030757	CG9902	CG9902	0.545	mel-complex	non_HKs	0	non_TS_non_HK
FBgn0030759	CG13014	CG13014	0.404	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030761	CG9784	CG9784	0.314	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030763	CG9782	CG9782	0.756	Pan-drosophilid	non_HKs	0	TS
FBgn0030764	CG9777	CG9777	0.782	mel-subgroup	non_HKs	0	TS
FBgn0030766	mthl1	CG4521	0.298	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030768	CG9723	CG9723	0.446	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030769	CG13012	CG13012	0.738	Pan-drosophilid	non_HKs	0	TS
FBgn0030770	CG13010	CG13010	0.91	Pan-drosophilid	non_HKs	0	TS
FBgn0030773	CG9676	CG9676	0.873	Diptera	non_HKs	0	TS
FBgn0030774	spheroide	CG9675	0.801	Pan-drosophilid	non_HKs	0	TS
FBgn0030775	CG9673	CG9673	0.776	Pan-drosophilid	non_HKs	0	TS
FBgn0030776	CG4653	CG4653	0.79	Pan-drosophilid	non_HKs	0	TS
FBgn0030777	CG9672	CG9672	0.798	Pan-drosophilid	non_HKs	0	TS
FBgn0030778	CG4678	CG4678	0.806	Bilateria	non_HKs	0	TS
FBgn0030780	CG13008	CG13008	0.898	Pan-drosophilid	non_HKs	0	TS
FBgn0030786	mRpL22	CG4742	0.257	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030787	CG9609	CG9609	0.498	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030788	Sap30	CG4756	0.297	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030789	Rrp45	CG9606	0.326	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0030790	CG4768	CG4768	0.331	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0030791	CG9132	CG9132	0.291	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030792	CG4789	CG4789	0.312	Diptera	non_HKs	0	non_TS_non_HK
FBgn0030793	CG9125	CG9125	0.326	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0030794	CG13005	CG13005	0.631	Pan-drosophilid	non_HKs	0	TS
FBgn0030795	ppk28	CG4805	0.652	Bilateria	non_HKs	0	TS
FBgn0030796	CG4829	CG4829	0.494	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0030797	CG13004	CG13004	0.923	Diptera	non_HKs	0	TS
FBgn0030798	CG13003	CG13003	0.785	Pan-drosophilid	non_HKs	0	TS
