CG_ID	MSP1	MSP2	MSH11	MSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG13603	170	124	163	131	0.455194625750826	0.315305152693627	69.2682063575648	FBgn0039135	CG13603	0.361	Bilateria	non_HKs	0	non_TS_non_HK	0.0289385913781037	0.216928301902678
CG13605	176	186	193	169	-0.0797271924707341	0.191577600985896	41.3879644778072	FBgn0039150	CG13605	0.373	Eukaryota	non_HKs	0	non_TS_non_HK	0.793380522365977	0.456874203051421
CG13607	87	236	148	175	-1.43969955351311	-0.241757746203379	16.7922359643336	FBgn0039151	CG13607	0.694	Diptera	non_HKs	0	TS	1.32789343652005e-15	0.349809125280296
CG13618	22	27	29	20	-0.295455883526171	0.53605290024021	39.1977127254485	FBgn0039203	CG13618	0.778	Diptera	non_HKs	0	TS	0.736790050123042	0.486718862393698
CG1362	30	26	30	26	0.206450877467426	0.206450877467426	100	FBgn0013435	Cdc2rk	0.385	Diptera	non_HKs	0	non_TS_non_HK	0.832630172032354	0.86219590822861
CG13623	27	37	21	43	-0.454565863465481	-1.03394733192334	64.0878246070509	FBgn0039205	CG13623	0.462	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.427498655751486	0.0438570990294207
CG13625	61	32	60	33	0.930737337562886	0.862496476250065	92.6680859831509	FBgn0039210	CG13625	0.512	Eukaryota	non_HKs	0	non_TS_non_HK	0.0135998787003457	0.0377263766959812
CG13630	149	121	154	116	0.300305283187567	0.408805545567329	79.0258951836745	FBgn0039219	CG13630	0.36	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.210599026749716	0.101870548070144
CG13631	22	21	21	22	0.067114195858537	-0.0671141958585369	33.3333333333333	FBgn0040600	CG13631	0.488	Pan-drosophilid	non_HKs	0	non_TS_non_HK	1	1
CG13663	50	37	46	41	0.434402824145775	0.166009951438929	38.2156703896613	FBgn0039291	CG13663	0.391	Bilateria	non_HKs	0	non_TS_non_HK	0.351879195790925	0.849510972351639
CG13671	71	75	90	56	-0.0790715709911988	0.684498174272071	47.269756137662	FBgn0035867	CG13671	0.369	Bilateria	non_HKs	0	non_TS_non_HK	0.910308486132247	0.0353861854655299
CG13688	54	58	40	72	-0.103093492964104	-0.84799690655495	53.2360308947225	FBgn0031267	Ipk2	0.378	Eukaryota	non_HKs	0	non_TS_non_HK	0.893425765194552	0.0214233291610895
CG13698	42	43	32	53	-0.0339473319233377	-0.727920454563199	51.1937367348587	FBgn0036773	CG13698	0.646	Diptera	non_HKs	0	TS	1	0.118459599172949
CG1371	367	394	366	395	-0.102415566613164	-0.110009004780423	93.5431288866701	FBgn0033482	CG1371	0.226	Eukaryota	HK	6.236153	non_TS_HK	0.520516854764461	0.547519440383907
CG13758	23	37	26	34	-0.685891409571937	-0.387023123109247	56.4262968901721	FBgn0260753	Pdfr	0.701	Bilateria	non_HKs	0	TS	0.19784319890518	0.609294037864425
CG13760	32	47	28	51	-0.554588851677637	-0.865070419913891	73.5884442911938	FBgn0040375	CG13760	0.518	Eukaryota	non_HKs	0	non_TS_non_HK	0.233136041379447	0.0626569428220528
CG13761	61	69	73	57	-0.177787119215283	0.356934544715276	40.0305119006972	FBgn0011566	Smyd3	0.48	Eukaryota	non_HKs	0	non_TS_non_HK	0.714381938080292	0.407166030396083
CG13778	114	137	121	130	-0.265142068795785	-0.10350457575386	39.0374021836498	FBgn0031885	Mnn1	0.373	Bilateria	non_HKs	0	non_TS_non_HK	0.308339044680559	0.813521338230092
CG1381	27	20	27	20	0.432959407276106	0.432959407276106	100	FBgn0033485	RpLP0-like	0.291	Eukaryota	non_HKs	0	non_TS_non_HK	0.557684982569526	0.621786597620717
CG13827	27	52	47	32	-0.945552215977624	0.554588851677637	26.9908393536068	FBgn0039068	CG13827	0.562	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0234064245661379	0.298933069829945
CG13830	22	82	53	51	-1.89812038598079	0.0554951125917037	2.76217308710279	FBgn0039054	Cow	0.737	Bilateria	non_HKs	0	TS	3.58211758271905e-08	0.991700735233777
CG13849	274	270	284	260	0.0212164859096959	0.127379306476227	54.5423252280757	FBgn0038964	Nop56	0.268	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.967895595277477	0.563928913282241
CG13850	126	108	113	121	0.222392421336448	-0.0986842748594068	23.5096356412838	FBgn0038961	CG13850	0.327	Bilateria	non_HKs	0	non_TS_non_HK	0.435015904253519	0.835379994366874
CG13852	99	70	95	74	0.500073603134643	0.360402242701998	72.0698394082123	FBgn0038965	mats	0.397	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0831803864278444	0.315106114057474
CG13867	68	71	76	63	-0.0622842782543427	0.270647589943669	44.8404242876236	FBgn0034503	MED8	0.328	Bilateria	non_HKs	0	non_TS_non_HK	0.953135447149946	0.547200948057118
CG13868	426	439	448	417	-0.0433675093095199	0.10345134861294	41.3358625643309	FBgn0034501	CG13868	0.437	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.830141663422375	0.546393784210912
CG13890	87	68	72	83	0.355480654598389	-0.205114429904612	26.7874991815007	FBgn0035169	CG13890	0.385	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.283469106646923	0.661599464335226
CG13900	374	466	481	359	-0.317291684766644	0.422053049946991	36.3400942830556	FBgn0035162	CG13900	0.338	Eukaryota	non_HKs	0	non_TS_non_HK	0.00734361425893622	0.000423809163337407
CG13901	39	32	29	42	0.285402218862248	-0.534336427651188	39.461359111188	FBgn0035164	CG13901	0.648	Diptera	non_HKs	0	TS	0.652585414536629	0.358012382121105
CG13907	403	421	372	452	-0.0630403945384288	-0.281020151307156	56.3166739630784	FBgn0035173	CG13907	0.368	Bilateria	non_HKs	0	non_TS_non_HK	0.726633413459418	0.0345740622492686
CG1391	98	338	172	264	-1.78616959216698	-0.618129364656356	34.6064207658156	FBgn0003464	sol	0.381	Eukaryota	non_HKs	0	non_TS_non_HK	3.78476835470677e-30	0.000197043029878395
CG13912	24	43	23	44	-0.841302253980942	-0.935869662580284	90.822592544047	FBgn0035186	CG13912	0.681	Pan-drosophilid	non_HKs	0	TS	0.0745002144250591	0.0665689988372624
CG13917	138	322	221	239	-1.22239242133645	-0.112964248589317	9.2412425517014	FBgn0035237	CG13917	0.344	Diptera	non_HKs	0	non_TS_non_HK	1.53522501827988e-16	0.666570496187693
CG13929	101	61	77	85	0.727474145188909	-0.1426043954428	14.0818404618904	FBgn0035247	metl	0.351	Eukaryota	non_HKs	0	non_TS_non_HK	0.00879825253935413	0.792785720860982
CG13956	78	67	79	66	0.219313028404476	0.25938662881865	86.618055921203	FBgn0040207	kat80	0.316	Eukaryota	non_HKs	0	non_TS_non_HK	0.583919630722534	0.558455800333896
CG1399	73	83	80	76	-0.185214872466908	0.0740005814437768	22.2079892899086	FBgn0033212	LRR	0.391	Eukaryota	HK	7.008580302	non_TS_HK	0.647087424339746	0.932591089821861
CG1401	134	142	151	125	-0.0836579290469097	0.272620454662992	43.3488564501604	FBgn0039632	Cul5	0.473	Bilateria	non_HKs	0	non_TS_non_HK	0.822379130484385	0.328444859049675
CG14021	23	38	18	43	-0.724365557386573	-1.25633975325979	70.2527514181097	FBgn0031702	fusl	0.653	Pan-drosophilid	non_HKs	0	TS	0.164963872853561	0.0135518940810166
CG14025	171	146	144	173	0.228027956005881	-0.264703226194412	34.9473463656636	FBgn0000228	Bsg25D	0.55	Diptera	non_HKs	0	non_TS_non_HK	0.324808949637344	0.300153640737751
CG14026	155	196	174	177	-0.338585438840971	-0.0246620542342691	7.28384963000507	FBgn0003716	tkv	0.305	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0867740581374861	0.988761359772409
CG14028	115	189	149	155	-0.716752373276697	-0.056955884812076	7.94638245168231	FBgn0015031	cype	0.26	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.000186931725429227	0.913467005757257
CG1403	30	38	34	34	-0.341036917835067	0	0	FBgn0011710	1-Sep	0.306	Diptera	non_HKs	0	non_TS_non_HK	0.572925796918658	1
CG14030	88	81	82	87	0.119581615752672	-0.0853914912306447	29.4083685669291	FBgn0031696	Bub1	0.431	Bilateria	non_HKs	0	non_TS_non_HK	0.798941507716457	0.905549552409208
CG14039	33	88	51	70	-1.41503749927884	-0.456857674973471	32.285905865131	FBgn0028572	qtc	0.679	Diptera	non_HKs	0	TS	5.66685062706302e-06	0.277621024259025
CG1404	992	830	826	996	0.257228784152588	-0.270003960648636	33.8674773505667	FBgn0020255	Ran	0.221	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00096916886444189	0.000933170450332795
CG14040	87	37	69	55	1.23349013021978	0.32716474325351	26.5234990729287	FBgn0031676	CG14040	0.409	Eukaryota	non_HKs	0	non_TS_non_HK	6.57707615081793e-05	0.475733423359804
CG14043	162	135	169	128	0.263034405833794	0.400879436282184	74.4127027894337	FBgn0031659	CG14043	0.49	Eukaryota	non_HKs	0	non_TS_non_HK	0.258612276518269	0.0887921449888795
CG14048	101	85	98	88	0.248820546614093	0.155278225477911	62.4057086888161	FBgn0040389	mRpL14	0.35	Bilateria	non_HKs	0	non_TS_non_HK	0.440387682235402	0.738242439070862
CG1406	40	37	35	42	0.112474729258413	-0.263034405833794	41.1928692368179	FBgn0033210	U2A	0.427	Eukaryota	non_HKs	0	non_TS_non_HK	0.920962083104767	0.72640070872599
CG1407	39	37	49	27	0.0759488532332984	0.85982234195174	52.3103074126048	FBgn0033474	CG1407	0.354	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.973391798402882	0.0725595206416429
CG14073	48	92	73	67	-0.938599455335857	0.123735368422245	10.4323815941098	FBgn0036814	CG14073	0.37	Diptera	non_HKs	0	non_TS_non_HK	0.00141500833691915	0.852584225747563
CG14080	63	72	64	71	-0.192645077942396	-0.149747119504682	77.732128484206	FBgn0036844	Mkp3	0.273	Bilateria	non_HKs	0	non_TS_non_HK	0.666433021887074	0.80955844004541
CG14084	27	22	24	25	0.295455883526171	-0.0588936890535686	14.2515787966624	FBgn0260857	Bet1	0.489	Eukaryota	non_HKs	0	non_TS_non_HK	0.736790050123042	1
CG1410	61	55	61	55	0.149377624038227	0.149377624038227	100	FBgn0024182	waw	0.924	Cellular_Organisms	non_HKs	0	TS	0.797941343043613	0.832237608741155
CG1412	49	120	75	94	-1.29218075149331	-0.325770161181757	25.2108817443132	FBgn0031118	RhoGAP19D	0.263	Bilateria	HK	3.259889932	non_TS_HK	5.35136142144477e-07	0.374681992741107
CG14131	32	24	19	37	0.415037499278844	-0.961525852185364	41.1244297559092	FBgn0036205	CG14131	0.661	Pan-drosophilid	non_HKs	0	TS	0.523192541588726	0.0956200587693968
CG14149	38	31	41	28	0.29373120305671	0.55019708256048	68.2065631416281	FBgn0036105	Blos4	0.365	Eukaryota	non_HKs	0	non_TS_non_HK	0.64701650774007	0.349809125280296
CG1416	113	95	92	116	0.25032335408424	-0.334419039070559	36.3830582252462	FBgn0032961	CG1416	0.283	Eukaryota	non_HKs	0	non_TS_non_HK	0.401250218286424	0.291869044871353
CG1417	241	168	219	190	0.520571913451201	0.204931451270226	39.3665977696732	FBgn0003423	slgA	0.428	Eukaryota	non_HKs	0	non_TS_non_HK	0.00195640138091562	0.374780058759428
CG1418	51	25	45	31	1.02856915219677	0.5376567859428	52.2723032082478	FBgn0033468	CG1418	0.59	Eukaryota	non_HKs	0	non_TS_non_HK	0.0148519966508107	0.332543559104981
CG14181	34	42	36	40	-0.304854581528421	-0.15200309344505	49.8608525687776	FBgn0035965	Use1	0.349	Bilateria	non_HKs	0	non_TS_non_HK	0.5992803830742	0.887464624727537
CG14194	269	262	281	250	0.038039361019174	0.168642035558839	56.355895315017	FBgn0030996	CG14194	0.401	Bilateria	non_HKs	0	non_TS_non_HK	0.903968307847783	0.413243291453915
CG1420	56	54	59	51	0.0524674198941355	0.210217707390346	57.1293455712515	FBgn0039626	Slu7	0.419	Eukaryota	non_HKs	0	non_TS_non_HK	0.980803368113178	0.733544234048172
CG14207	175	181	210	146	-0.0486347752508766	0.524420958786105	47.7842456441708	FBgn0031037	CG14207	0.338	Bilateria	non_HKs	0	non_TS_non_HK	0.902964806918698	0.00703181344653372
CG14210	27	32	35	24	-0.245112497836531	0.54432051622381	40.8111771676319	FBgn0031040	CG14210	0.391	Eukaryota	non_HKs	0	non_TS_non_HK	0.7643437665072	0.413243291453915
CG14211	80	55	68	67	0.540568381362703	0.021373650792567	3.95392174782529	FBgn0031044	MKP-4	0.422	Eukaryota	non_HKs	0	non_TS_non_HK	0.098715333252851	1
CG14213	267	322	287	302	-0.270220946427063	-0.0734978126493911	27.1991544775487	FBgn0031047	Rcd-1	0.41	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0719402707963357	0.777914077861064
CG14214	330	268	306	292	0.300233023788043	0.0675632838126345	22.5036150121622	FBgn0031049	Sec61gamma	0.292	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0400049634049725	0.802543246740246
CG14215	82	129	114	97	-0.65367525080517	0.232977171977614	20.8084149497202	FBgn0031052	CG14215	0.496	Bilateria	non_HKs	0	non_TS_non_HK	0.0066133297431724	0.507342711482931
CG14217	191	154	163	182	0.310642287340847	-0.159066485967619	25.2978283768279	FBgn0031030	Tao	0.338	Bilateria	non_HKs	0	non_TS_non_HK	0.126570866007418	0.573259858063403
CG1422	96	87	89	94	0.142019004872428	-0.0788554207112396	26.3088316649164	FBgn0040087	p115	0.255	Eukaryota	non_HKs	0	non_TS_non_HK	0.726879304582515	0.909776013112523
CG14220	61	56	52	65	0.123382415505282	-0.321928094887362	41.9593191312204	FBgn0031036	CG14220	0.371	Diptera	non_HKs	0	non_TS_non_HK	0.846340514482556	0.503375235221443
CG14222	78	81	88	71	-0.0544477840223765	0.309684499132615	45.9597485953432	FBgn0031043	NAA20	0.267	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.958169999266934	0.429124623815392
CG14224	986	1020	928	1078	-0.0489096004809464	-0.216160467624933	56.3782152541766	FBgn0031057	Ubqn	0.228	Eukaryota	non_HKs	0	non_TS_non_HK	0.638901948281305	0.00742318665432363
CG14226	176	339	305	210	-0.945709844499047	0.538419914784126	26.6208499938287	FBgn0043903	dome	0.463	Diptera	non_HKs	0	non_TS_non_HK	1.27109295318782e-11	0.000467721472907558
CG14228	251	369	231	389	-0.555933452109624	-0.751877303570134	79.3269172754247	FBgn0086384	Mer	0.346	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	2.13783072505138e-05	1.05431386150652e-08
CG14229	40	23	27	36	0.798366138830349	-0.415037499278844	25.4867977570592	FBgn0031059	CG14229	0.544	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.10792579292476	0.552214713397241
CG14230	114	66	98	82	0.788495894806288	0.257157839497124	32.6137195121734	FBgn0031062	CG14230	0.424	Eukaryota	non_HKs	0	non_TS_non_HK	0.00228662368099867	0.499008053445361
CG14231	61	38	45	54	0.682809824119301	-0.263034405833794	21.7585453201908	FBgn0031060	CG14231	0.397	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0730809728507387	0.661407480784762
CG14232	126	133	110	149	-0.0780025120012732	-0.437808806937502	54.8897338965895	FBgn0031061	CG14232	0.598	Bilateria	non_HKs	0	non_TS_non_HK	0.844707150053452	0.0818129202186298
CG1424	28	43	36	35	-0.618909832644494	0.0406419844973458	5.80439078469433	FBgn0020272	mst	0.513	Eukaryota	non_HKs	0	non_TS_non_HK	0.203851357764982	1
CG14257	21	25	27	19	-0.251538766995964	0.506959988719883	40.0613604314645	FBgn0039479	CG14257	0.849	Pan-drosophilid	non_HKs	0	TS	0.810001673418384	0.539835220515107
CG1427	61	30	63	28	1.02384674195437	1.16992500144231	88.8998558115513	FBgn0037347	CG1427	0.355	Eukaryota	non_HKs	0	non_TS_non_HK	0.00672885189369618	0.00310842151748801
CG14270	78	61	65	74	0.354664881299362	-0.187085552600495	25.6690882538365	FBgn0029665	CG14270	0.464	Bilateria	non_HKs	0	non_TS_non_HK	0.320983742961655	0.727269026997235
CG14292	60	199	74	185	-1.72973402493513	-1.32192809488736	76.4237782127768	FBgn0038658	CG14292	0.82	Pan-drosophilid	non_HKs	0	TS	4.18998251400008e-17	2.39306875406853e-10
CG14299	56	57	48	65	-0.0255350921071376	-0.437405312307298	51.5033455651163	FBgn0038651	CG14299	0.308	Bilateria	non_HKs	0	non_TS_non_HK	1	0.328444859049675
CG1430	84	90	88	86	-0.0995356735509144	0.0331668639351994	19.9957699557585	FBgn0010292	bys	0.295	Eukaryota	non_HKs	0	non_TS_non_HK	0.841738855279313	1
CG14322	75	54	79	50	0.473931188332412	0.659924558402378	78.0128350742188	FBgn0038532	CG14322	0.344	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.174681912090413	0.0645375145840769
CG1434	66	95	68	93	-0.525461488972494	-0.451695969857692	85.9617649127729	FBgn0030554	CG1434	0.392	Eukaryota	non_HKs	0	non_TS_non_HK	0.0742910349482743	0.187627055102042
CG1440	479	423	433	469	0.17936799261623	-0.115220897788652	28.1157017494756	FBgn0030038	CG1440	0.379	Diptera	non_HKs	0	non_TS_non_HK	0.155787007113433	0.476980961119758
CG14407	71	104	61	114	-0.55069259863641	-0.902152676601855	71.9642228682688	FBgn0030584	CG14407	0.39	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.046888903242487	0.000935025795330477
CG14408	84	105	98	91	-0.321928094887362	0.106915203916512	19.9558576062975	FBgn0030581	CG14408	0.397	Bilateria	non_HKs	0	non_TS_non_HK	0.279394874476044	0.847228987952327
CG14411	181	355	216	320	-0.971829327308839	-0.567040592723894	58.3477547744032	FBgn0030582	CG14411	0.433	Bilateria	non_HKs	0	non_TS_non_HK	1.07481104183233e-12	0.000139731801682402
CG14413	37	79	45	71	-1.09432738254815	-0.657894023175007	60.1185745387357	FBgn0030572	mRpS25	0.292	Bilateria	non_HKs	0	non_TS_non_HK	0.00075059439188242	0.0879855865452011
CG1443	24	27	24	27	-0.169925001442312	-0.169925001442312	100	FBgn0039620	wat	0.631	Cellular_Organisms	non_HKs	0	TS	0.896097504935801	0.916969779208778
CG14430	33	35	28	40	-0.0848888975865131	-0.514573172829758	54.4950081018556	FBgn0261284	bou	0.498	Diptera	non_HKs	0	non_TS_non_HK	0.970347710110267	0.398382618032246
CG14435	55	86	67	74	-0.644905041177438	-0.143364175171177	22.2302767101075	FBgn0029911	CG14435	0.388	Eukaryota	non_HKs	0	non_TS_non_HK	0.0363805637858955	0.813521338230092
CG14437	186	158	171	173	0.235378062930929	-0.0167757127508268	6.2379595665026	FBgn0029502	COQ7	0.357	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.279394874476044	1
CG14438	93	136	102	127	-0.548304030142308	-0.31625934480067	57.6795586781639	FBgn0029899	CG14438	0.314	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0198020207929864	0.295698182787354
CG1444	559	425	520	464	0.395385441818126	0.164386817900882	41.5763456400853	FBgn0029975	CG1444	0.309	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000159090546360385	0.237394288329695
CG14441	27	90	61	56	-1.73696559416621	0.123382415505282	6.219716849596	FBgn0029895	CG14441	0.487	Pan-drosophilid	non_HKs	0	non_TS_non_HK	5.61993920634519e-08	0.873857004115978
CG14442	274	396	344	326	-0.531324537119083	0.0775366004710202	11.296162002229	FBgn0029893	CG14442	0.369	Bilateria	non_HKs	0	non_TS_non_HK	2.39869243545509e-05	0.73934484269369
CG14446	106	168	127	147	-0.664396968215561	-0.210987658064199	31.7562644259003	FBgn0262730	CG14446	0.534	Bilateria	HK	1.420340616	non_TS_HK	0.00124738768220224	0.485759469691208
CG14472	314	567	437	444	-0.852584176050602	-0.0229263968495075	2.68904789620994	FBgn0011230	poe	0.319	Eukaryota	HK	7.587726429	non_TS_HK	3.54292236213557e-16	0.949624286467144
CG14478	272	309	309	272	-0.184000186654035	0.184000186654035	33.3333333333333	FBgn0028953	CG14478	0.36	Eukaryota	non_HKs	0	non_TS_non_HK	0.263820417990428	0.332543559104981
CG1448	58	24	51	31	1.27301849440642	0.71822903158462	56.4193713398891	FBgn0265274	Inx3	0.441	Bilateria	non_HKs	0	non_TS_non_HK	0.00127382125151346	0.1342120494473
CG14483	71	73	59	85	-0.0400774393753352	-0.526747886775861	51.9773393683422	FBgn0034248	CG14483	0.381	Bilateria	non_HKs	0	non_TS_non_HK	0.985874173673919	0.137912138002218
CG14489	306	235	268	273	0.380870896127652	-0.0266679504620801	6.14176255257881	FBgn0015522	olf186-M	0.469	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0106449077529108	0.964988438979005
CG1451	96	179	144	131	-0.8988532765431	0.136501999904862	11.6483468302299	FBgn0015589	Apc	0.276	Bilateria	non_HKs	0	non_TS_non_HK	6.01003630922486e-06	0.709355589758448
CG14511	35	21	34	22	0.736965594166206	0.628031222613042	85.2185268328013	FBgn0039641	CG14511	0.475	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.179687288470831	0.338222667155546
CG14513	50	51	53	48	-0.028569152196771	0.142957953842043	45.4577886454138	FBgn0005596	yem	0.513	Bilateria	non_HKs	0	non_TS_non_HK	1	0.863417671448863
CG14514	49	55	55	49	-0.166649869409451	0.166649869409451	33.3333333333333	FBgn0039654	Brd8	0.459	Bilateria	non_HKs	0	non_TS_non_HK	0.782874887387594	0.819901608718609
CG14516	102	124	123	103	-0.28177096841538	0.256013978156021	32.2517416162956	FBgn0039640	CG14516	0.664	Eukaryota	non_HKs	0	TS	0.304541069351759	0.432504598625395
CG14517	50	38	46	42	0.395928676331139	0.131244533278253	33.1485292993743	FBgn0039625	beta4GalNAcTB	0.302	Diptera	non_HKs	0	non_TS_non_HK	0.404134372541647	0.898251674347936
CG14528	28	59	22	65	-1.07528812730424	-1.56293619439116	76.2190671094189	FBgn0039611	CG14528	0.668	Bilateria	non_HKs	0	TS	0.00541019788157322	8.12337741276522e-05
CG1453	175	171	173	173	0.0333585969464309	0	0	FBgn0030268	Klp10A	0.401	Diptera	non_HKs	0	non_TS_non_HK	0.95750320802774	1
CG14536	182	212	214	180	-0.220125814364503	0.249613890071472	34.69974877131	FBgn0031950	Herp	0.388	Bilateria	non_HKs	0	non_TS_non_HK	0.277442576130429	0.269453883905864
CG1454	105	134	128	111	-0.35184367279165	0.205584133649894	26.9437636356329	FBgn0005642	wdn	0.409	Diptera	non_HKs	0	non_TS_non_HK	0.160586865293651	0.539579134758638
CG14543	36	28	32	32	0.362570079384708	0	0	FBgn0039404	CG14543	0.522	Eukaryota	non_HKs	0	non_TS_non_HK	0.557684982569526	1
CG1458	89	80	91	78	0.153805336079035	0.222392421336448	76.4288949210626	FBgn0062442	Cisd2	0.275	Eukaryota	non_HKs	0	non_TS_non_HK	0.713526683801013	0.598843501405449
CG1461	130	41	108	63	1.66481580841037	0.777607578663552	46.7083250132062	FBgn0030558	CG1461	0.796	Diptera	non_HKs	0	TS	1.05683901238236e-10	0.00630827655652423
CG14613	116	45	99	62	1.3661278987979	0.675160309692734	49.4214568260286	FBgn0031188	CG14613	0.52	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	2.5106888883124e-07	0.0276472767123189
CG14614	53	55	80	28	-0.0534392589614604	1.51457317282976	49.1332072192683	FBgn0266848	wap	0.252	Eukaryota	non_HKs	0	non_TS_non_HK	0.980342789557663	1.40690144121975e-05
CG14615	24	44	62	6	-0.874469117916141	3.36923380966572	44.2566899732816	FBgn0031184	CG14615	0.556	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.059587120710497	5.45853175407908e-11
CG14619	39	43	47	35	-0.14086253583985	0.425305834732671	42.8963085935004	FBgn0031187	Usp2	0.425	Eukaryota	non_HKs	0	non_TS_non_HK	0.86660789704599	0.453273966265436
CG1462	162	139	105	196	0.220908930161117	-0.900464326449086	44.5369269022377	FBgn0016123	Alp4	0.775	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.360112365146468	4.8297553432036e-06
CG14621	43	46	88	1	-0.0972972013549149	6.4594316186373	49.6262446140947	FBgn0031183	CG14621	0.485	Eukaryota	non_HKs	0	non_TS_non_HK	0.929819069685514	8.35730796769319e-23
CG14622	68	95	78	85	-0.482392767080608	-0.123988717275453	25.7028557923496	FBgn0025641	DAAM	0.454	Eukaryota	non_HKs	0	non_TS_non_HK	0.104998072519599	0.830208709434453
CG14629	22	28	24	26	-0.347923303420307	-0.115477217419936	33.1904233734049	FBgn0040398	CG14629	0.332	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.654806539117953	0.981224838741177
CG1463	53	64	63	54	-0.272079545436801	0.222392421336448	31.022941720243	FBgn0030406	CG1463	0.274	Eukaryota	non_HKs	0	non_TS_non_HK	0.530081825340574	0.700125162269983
CG14657	59	41	58	42	0.525091044743758	0.465663572348812	88.6824441228195	FBgn0037282	CG14657	0.38	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.19128978474028	0.329150048517294
CG1467	36	49	31	54	-0.444784842672896	-0.800691191776593	69.2281596212961	FBgn0031106	Syx16	0.531	Eukaryota	non_HKs	0	non_TS_non_HK	0.343912600972332	0.0762597283755768
CG14672	22	33	28	27	-0.584962500721156	0.0524674198941355	7.60510539950669	FBgn0044823	Spec2	0.584	Bilateria	non_HKs	0	non_TS_non_HK	0.324155440579441	1
CG14683	86	68	78	76	0.338801913451758	0.037474705418663	11.0609485751912	FBgn0037822	CG14683	0.246	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.315371200792174	0.998936711881875
CG14685	29	47	40	36	-0.696607856550065	0.15200309344505	15.1909814220131	FBgn0037831	Cap-H2	0.359	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.122635136423946	0.887464624727537
CG14688	71	66	73	64	0.105353000146229	0.189824558880017	69.204245590993	FBgn0037819	CG14688	0.59	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.861059381458362	0.72640070872599
CG1469	1500	1021	1444	1077	0.554979634505442	0.423052492342964	76.2284714681391	FBgn0015221	Fer2LCH	0.314	Diptera	HK	3.444479982	non_TS_HK	5.11219359604586e-20	2.03536630963654e-11
CG14715	171	122	126	167	0.487115177323011	-0.406424368974136	31.2642808157733	FBgn0037930	CG14715	0.277	Diptera	non_HKs	0	non_TS_non_HK	0.0184880655380647	0.0858108434452665
CG14716	62	58	62	58	0.096215315259303	0.096215315259303	100	FBgn0037933	Ho	0.427	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.899677639089157	0.917998142391411
